id,name,Result
64,5511,is found in human_movement table
5597,Theodoros Stamos,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,5597,is added in human_movement table
87,5597,is found in human_movement table
5945,Anne Truitt,✅ Found to fetch entity
104,Minimalism,is found in movements table
104,5945,is added in human_movement table
104,5945,is found in human_movement table
6114,Keith Vaughan,✅ Found to fetch entity
6637,Paul Thek,✅ Found to fetch entity
7350,Ada Louise Huxtable,✅ Found to fetch entity
7512,Edward William Godwin,✅ Found to fetch entity
7606,Robert A. M. Stern,✅ Found to fetch entity
8212,Pino Pascali,✅ Found to fetch entity
143,Arte Povera,is found in movements table
143,8212,is added in human_movement table
143,8212,is found in human_movement table
8239,Anton Stankowski,✅ Found to fetch entity
8260,Doug Aitken,✅ Found to fetch entity
8451,Dieter Rams,✅ Found to fetch entity
8473,Janet Cardiff,✅ Found to fetch entity
23,conceptual art,is found in movements table
23,8473,is added in human_movement table
23,8473,is found in human_movement table
48,contemporary art,is found in movements table
48,8473,is added in human_movement table
48,8473,is found in human_movement table
18539,Hannah Wilke,✅ Found to fetch entity
56,feminist art,is found in movements table
56,18539,is added in human_movement table
56,18539,is found in human_movement table
23,conceptual art,is found in movements table
23,18539,is added in human_movement table
23,18539,is found in human_movement table
18700,K. H. Hödicke,✅ Found to fetch entity
18996,Jürgen Klauke,✅ Found to fetch entity
22660,Ugo Mulas,✅ Found to fetch entity
22897,Kevin Roche,✅ Found to fetch entity
24511,Hannes Meyer,✅ Found to fetch entity
6,modernism,is found in movements table
6,24511,is added in human_movement table
6,24511,is found in human_movement table
25138,Philip Webb,✅ Found to fetch entity
26287,Oswald Wiener,✅ Found to fetch entity
26555,Malick Sidibé,✅ Found to fetch entity
34699,Julius Shulman,✅ Found to fetch entity
43301,Jon Hassell,✅ Found to fetch entity
44252,Christian Wolff,✅ Found to fetch entity
24,20th-century classical music,is found in movements table
24,44252,is added in human_movement table
24,44252,is found in human_movement table
67871,Dagobert Peche,✅ Found to fetch entity
225,John Taylor Arms,✅ Found to fetch entity
281,Jo Baer,✅ Found to fetch entity
104,Minimalism,is found in movements table
104,281,is added in human_movement table
104,281,is found in human_movement table
336,George N. Barnard,✅ Found to fetch entity
688,Derek Boshier,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,688,is added in human_movement table
48,688,is found in human_movement table
893,Jack Bush,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,893,is added in human_movement table
87,893,is found in human_movement table
914,Miriam Cahn,✅ Found to fetch entity
1198,Robert Colquhoun,✅ Found to fetch entity
1314,Wim Crouwel,✅ Found to fetch entity
1427,Georges de Feure,✅ Found to fetch entity
11,Symbolism,is found in movements table
11,1427,is added in human_movement table
11,1427,is found in human_movement table
41,Art Nouveau,is found in movements table
41,1427,is added in human_movement table
41,1427,is found in human_movement table
1486,Jean Delville,✅ Found to fetch entity
11,Symbolism,is found in movements table
11,1486,is added in human_movement table
11,1486,is found in human_movement table
1851,Herbert Ferber,✅ Found to fetch entity
64,abstract art,is found in movements table
64,1851,is added in human_movement table
64,1851,is found in human_movement table
87,abstract expressionism,is found in movements table
87,1851,is added in human_movement table
87,1851,is found in human_movement table
1956,André Fougeron,✅ Found to fetch entity
2161,Sam Gilliam,✅ Found to fetch entity
190,Washington Color School,is found in movements table
190,2161,is added in human_movement table
190,2161,is found in human_movement table
2186,Fritz Glarner,✅ Found to fetch entity
151,concrete art,is found in movements table
151,2186,is added in human_movement table
151,2186,is found in human_movement table
111,geometric abstraction,is found in movements table
111,2186,is added in human_movement table
111,2186,is found in human_movement table
134,hard-edge painting,is found in movements table
134,2186,is added in human_movement table
134,2186,is found in human_movement table
2465,Nigel Hall,✅ Found to fetch entity
64,abstract art,is found in movements table
64,2465,is added in human_movement table
64,2465,is found in human_movement table
2486,David Hammons,✅ Found to fetch entity
78,Postmodernism,is found in movements table
78,2486,is added in human_movement table
78,2486,is found in human_movement table
23,conceptual art,is found in movements table
23,2486,is added in human_movement table
23,2486,is found in human_movement table
48,contemporary art,is found in movements table
48,2486,is added in human_movement table
48,2486,is found in human_movement table
2627,Anton Heyboer,✅ Found to fetch entity
2853,Izis,✅ Found to fetch entity
3277,Shigeko Kubota,✅ Found to fetch entity
12,Fluxus,is found in movements table
12,3277,is added in human_movement table
12,3277,is found in human_movement table
3427,Henri Le Fauconnier,✅ Found to fetch entity
144,Salon Cubism,is found in movements table
144,3427,is added in human_movement table
144,3427,is found in human_movement table
3431,Jean Le Moal,✅ Found to fetch entity
3447,Rico Lebrun,✅ Found to fetch entity
3513,Jack Levine,✅ Found to fetch entity
65,social realism,is found in movements table
65,3513,is added in human_movement table
65,3513,is found in human_movement table
3817,Raymond Mason,✅ Found to fetch entity
4193,Carl Mydans,✅ Found to fetch entity
4554,Gilles Peress,✅ Found to fetch entity
4703,Liliana Porter,✅ Found to fetch entity
5020,Walter Rosenblum,✅ Found to fetch entity
5039,Theodore Roszak,✅ Found to fetch entity
5095,Reiner Ruthenbeck,✅ Found to fetch entity
5483,Jack Smith,✅ Found to fetch entity
5969,John Tunnard,✅ Found to fetch entity
6,modernism,is found in movements table
6,5969,is added in human_movement table
6,5969,is found in human_movement table
5989,Jack Tworkov,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,5989,is added in human_movement table
87,5989,is found in human_movement table
6296,Sabine Weiss,✅ Found to fetch entity
6339,Charles White,✅ Found to fetch entity
38,Harlem Renaissance,is found in movements table
38,6339,is added in human_movement table
38,6339,is found in human_movement table
6544,Marco Zanuso,✅ Found to fetch entity
95,Movimento Arte Concreta,is found in movements table
95,6544,is added in human_movement table
95,6544,is found in human_movement table
6976,Bernhard Luginbühl,✅ Found to fetch entity
64,abstract art,is found in movements table
64,6976,is added in human_movement table
64,6976,is found in human_movement table
8261,Vanessa Beecroft,✅ Found to fetch entity
22999,Sarah Morris,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,22999,is added in human_movement table
48,22999,is found in human_movement table
24610,Jean Painlevé,✅ Found to fetch entity
26123,Paul Bonatz,✅ Found to fetch entity
28190,Philippe Parreno,✅ Found to fetch entity
32341,Edwin S. Porter,✅ Found to fetch entity
32882,Carlo Naya,✅ Found to fetch entity
35252,Aernout Mik,✅ Found to fetch entity
35510,Gabor Body,✅ Found to fetch entity
137007,Adrian Henri,✅ Found to fetch entity
137017,David Gascoyne,✅ Found to fetch entity
28,Geneviève Asse,✅ Found to fetch entity
497,Ella Bergmann-Michel,✅ Found to fetch entity
50,Constructivism,is found in movements table
50,497,is added in human_movement table
50,497,is found in human_movement table
501,Henryk Berlewi,✅ Found to fetch entity
80,School of Paris,is found in movements table
80,501,is added in human_movement table
80,501,is found in human_movement table
516,Ruth Bernhard,✅ Found to fetch entity
777,Anne W. Brigman,✅ Found to fetch entity
56,feminist art,is found in movements table
56,777,is added in human_movement table
56,777,is found in human_movement table
798,James Brooks,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,798,is added in human_movement table
87,798,is found in human_movement table
1014,Karl Caspar,✅ Found to fetch entity
13,Impressionism,is found in movements table
13,1014,is added in human_movement table
13,1014,is found in human_movement table
1071,Serge Charchoune,✅ Found to fetch entity
1217,Linda Connor,✅ Found to fetch entity
1254,Antonio Corpora,✅ Found to fetch entity
129,Tachisme,is found in movements table
129,1254,is added in human_movement table
129,1254,is found in human_movement table
1298,Ralston Crawford,✅ Found to fetch entity
1397,Hermine David,✅ Found to fetch entity
1495,Robyn Denny,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,1495,is added in human_movement table
48,1495,is found in human_movement table
1780,Philip Evergood,✅ Found to fetch entity
1904,Salvatore Fiume,✅ Found to fetch entity
1905,Audrey Flack,✅ Found to fetch entity
210,photorealism,is found in movements table
210,1905,is added in human_movement table
210,1905,is found in human_movement table
1914,Trude Fleischmann,✅ Found to fetch entity
2422,John Gutmann,✅ Found to fetch entity
132,American realism,is found in movements table
132,2422,is added in human_movement table
132,2422,is found in human_movement table
2949,Finn Juhl,✅ Found to fetch entity
3179,Kenneth Koch,✅ Found to fetch entity
3270,Nicholas Krushenick,✅ Found to fetch entity
8,pop art,is found in movements table
8,3270,is added in human_movement table
8,3270,is found in human_movement table
3388,Berto Lardera,✅ Found to fetch entity
64,abstract art,is found in movements table
64,3388,is added in human_movement table
64,3388,is found in human_movement table
3434,Henri Le Secq,✅ Found to fetch entity
3476,Georges Lemmen,✅ Found to fetch entity
26,pointillism,is found in movements table
26,3476,is added in human_movement table
26,3476,is found in human_movement table
3567,Seymour Lipton,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,3567,is added in human_movement table
87,3567,is found in human_movement table
4356,Juan O'Gorman,✅ Found to fetch entity
201,functionalism,is found in movements table
201,4356,is added in human_movement table
201,4356,is found in human_movement table
5102,Betye Saar,✅ Found to fetch entity
228,Black Arts Movement,is found in movements table
228,5102,is added in human_movement table
228,5102,is found in human_movement table
5208,Xanti Schawinsky,✅ Found to fetch entity
5530,Juan Soriano,✅ Found to fetch entity
5658,Louis Stettner,✅ Found to fetch entity
5675,Gunta Stölzl,✅ Found to fetch entity
5824,Walter Dorwin Teague,✅ Found to fetch entity
6155,Massimo Vignelli,✅ Found to fetch entity
7053,Dawoud Bey,✅ Found to fetch entity
7210,Shiro Kuramata,✅ Found to fetch entity
7342,Sven Markelius,✅ Found to fetch entity
201,functionalism,is found in movements table
201,7342,is added in human_movement table
201,7342,is found in human_movement table
7359,Basil Spence,✅ Found to fetch entity
19,brutalist architecture,is found in movements table
19,7359,is added in human_movement table
19,7359,is found in human_movement table
7500,Raymond Pettibon,✅ Found to fetch entity
7916,Mariana Yampolsky,✅ Found to fetch entity
7921,Lola Álvarez Bravo,✅ Found to fetch entity
8472,Cecily Brown,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,8472,is added in human_movement table
48,8472,is found in human_movement table
12601,Hans Sahl,✅ Found to fetch entity
22789,Michael Kennedy,✅ Found to fetch entity
22800,Hermann Finsterlin,✅ Found to fetch entity
24452,Sigurd Lewerentz,✅ Found to fetch entity
24468,Edmund Kesting,✅ Found to fetch entity
26088,Harry Lachman,✅ Found to fetch entity
29438,herman de vries,✅ Found to fetch entity
30910,Andrea Fraser,✅ Found to fetch entity
56,feminist art,is found in movements table
56,30910,is added in human_movement table
56,30910,is found in human_movement table
30935,Mary Heilmann,✅ Found to fetch entity
34803,Marc Camille Chaimowicz,✅ Found to fetch entity
35285,Walid Raad,✅ Found to fetch entity
42455,Zanele Muholi,✅ Found to fetch entity
42822,Vladimir Ussachevsky,✅ Found to fetch entity
43107,Gustav Metzger,✅ Found to fetch entity
43752,Hito Steyerl,✅ Found to fetch entity
23,conceptual art,is found in movements table
23,43752,is added in human_movement table
23,43752,is found in human_movement table
44528,Kengo Kuma,✅ Found to fetch entity
47922,Claude Parent,✅ Found to fetch entity
48655,Sharon Lockhart,✅ Found to fetch entity
48886,Lav Diaz,✅ Found to fetch entity
71841,Mary Kelly,✅ Found to fetch entity
23,conceptual art,is found in movements table
23,71841,is added in human_movement table
23,71841,is found in human_movement table
75541,Alberto Korda,✅ Found to fetch entity
181,Emmy Andriesse,✅ Found to fetch entity
186,Raúl Anguiano,✅ Found to fetch entity
352,Robert Barry,✅ Found to fetch entity
386,Mary Bauermeister,✅ Found to fetch entity
391,Otto Baumberger,✅ Found to fetch entity
451,Mario Bellini,✅ Found to fetch entity
577,Louis-Auguste Bisson,✅ Found to fetch entity
746,John Randall Bratby,✅ Found to fetch entity
758,Robert Breer,✅ Found to fetch entity
78,Postmodernism,is found in movements table
78,758,is added in human_movement table
78,758,is found in human_movement table
784,John Brockman,✅ Found to fetch entity
889,Scott Burton,✅ Found to fetch entity
1008,Pietro Cascella,✅ Found to fetch entity
1170,Sue Coe,✅ Found to fetch entity
1235,Hans Coper,✅ Found to fetch entity
1349,Allan D'Arcangelo,✅ Found to fetch entity
8,pop art,is found in movements table
8,1349,is added in human_movement table
8,1349,is found in human_movement table
1436,G. D. De Monfried,✅ Found to fetch entity
26,pointillism,is found in movements table
26,1436,is added in human_movement table
26,1436,is found in human_movement table
47,Les Nabis,is found in movements table
47,1436,is added in human_movement table
47,1436,is found in human_movement table
1730,Morris Engel,✅ Found to fetch entity
45,French New Wave,is found in movements table
45,1730,is added in human_movement table
45,1730,is found in human_movement table
1824,Helmut Federle,✅ Found to fetch entity
2111,Rupprecht Geiger,✅ Found to fetch entity
64,abstract art,is found in movements table
64,2111,is added in human_movement table
64,2111,is found in human_movement table
2136,Karl Gerstner,✅ Found to fetch entity
2137,Franz Gertsch,✅ Found to fetch entity
54,hyperrealism,is found in movements table
54,2137,is added in human_movement table
54,2137,is found in human_movement table
2218,John Golding,✅ Found to fetch entity
2309,Morris Graves,✅ Found to fetch entity
7,Expressionism,is found in movements table
7,2309,is added in human_movement table
7,2309,is found in human_movement table
2475,Hiroshi Hamaya,✅ Found to fetch entity
2578,Robert Heinecken,✅ Found to fetch entity
3140,Paul Kleinschmidt,✅ Found to fetch entity
229,Berlin Secession,is added movements table
229,Berlin Secession,is found in movements table
229,3140,is added in human_movement table
229,3140,is found in human_movement table
3313,Maximilian Kurzweil,✅ Found to fetch entity
3470,Saul Leiter,✅ Found to fetch entity
3899,Frederick Edward McWilliam,✅ Found to fetch entity
3,Surrealism,is found in movements table
3,3899,is added in human_movement table
3,3899,is found in human_movement table
3923,Leopoldo Méndez,✅ Found to fetch entity
3935,Carlos Mérida,✅ Found to fetch entity
1,Cubism,is found in movements table
1,3935,is added in human_movement table
1,3935,is found in human_movement table
4483,Otto Pankok,✅ Found to fetch entity
4716,Richard Pousette-Dart,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,4716,is added in human_movement table
87,4716,is found in human_movement table
4826,Tony Ray-Jones,✅ Found to fetch entity
5070,Reuven Rubin,✅ Found to fetch entity
5104,Roland Sabatier,✅ Found to fetch entity
5601,Richard Stankiewicz,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,5601,is added in human_movement table
87,5601,is found in human_movement table
5654,Maurice Sterne,✅ Found to fetch entity
5881,Walasse Ting,✅ Found to fetch entity
5895,Shomei Tomatsu,✅ Found to fetch entity
6147,Esteban Vicente,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,6147,is added in human_movement table
87,6147,is found in human_movement table
6229,Alfred Wallis,✅ Found to fetch entity
7007,Cildo Meireles,✅ Found to fetch entity
64,abstract art,is found in movements table
64,7007,is added in human_movement table
64,7007,is found in human_movement table
48,contemporary art,is found in movements table
48,7007,is added in human_movement table
48,7007,is found in human_movement table
7464,Bill Traylor,✅ Found to fetch entity
59,outsider art,is found in movements table
59,7464,is added in human_movement table
59,7464,is found in human_movement table
7555,Boyd Webb,✅ Found to fetch entity
7674,Sylvie Fleury,✅ Found to fetch entity
7824,Roman Signer,✅ Found to fetch entity
64,abstract art,is found in movements table
64,7824,is added in human_movement table
64,7824,is found in human_movement table
7961,Mira Schendel,✅ Found to fetch entity
8150,James Thrall Soby,✅ Found to fetch entity
8266,Jake Chapman,✅ Found to fetch entity
10191,Arturo Schwarz,✅ Found to fetch entity
23614,Mikhail Kalashnikov,✅ Found to fetch entity
24601,Kate Steinitz,✅ Found to fetch entity
22,Dada,is found in movements table
22,24601,is added in human_movement table
22,24601,is found in human_movement table
26512,Claude Closky,✅ Found to fetch entity
31018,Jacques Le Rider,✅ Found to fetch entity
34931,Zbigniew Rybczynski,✅ Found to fetch entity
35066,Hans Gross,✅ Found to fetch entity
35544,Klaus vom Bruch,✅ Found to fetch entity
38619,F. Holland Day,✅ Found to fetch entity
110,pictorialism,is found in movements table
110,38619,is added in human_movement table
110,38619,is found in human_movement table
39095,Franciszka Themerson,✅ Found to fetch entity
42787,Carol Rama,✅ Found to fetch entity
167,Transavantgarde,is found in movements table
167,42787,is added in human_movement table
167,42787,is found in human_movement table
151,concrete art,is found in movements table
151,42787,is added in human_movement table
151,42787,is found in human_movement table
95,Movimento Arte Concreta,is found in movements table
95,42787,is added in human_movement table
95,42787,is found in human_movement table
39,James Abbe,✅ Found to fetch entity
280,Donald Baechler,✅ Found to fetch entity
8,pop art,is found in movements table
8,280,is added in human_movement table
8,280,is found in human_movement table
576,Auguste-Rosalie Bisson,✅ Found to fetch entity
616,Bernhard Blume,✅ Found to fetch entity
183,Mail-Art,is found in movements table
183,616,is added in human_movement table
183,616,is found in human_movement table
732,William Bradley,✅ Found to fetch entity
41,Art Nouveau,is found in movements table
41,732,is added in human_movement table
41,732,is found in human_movement table
1122,Seymour Chwast,✅ Found to fetch entity
1348,Carl Otto Czeschka,✅ Found to fetch entity
1475,Jack Delano,✅ Found to fetch entity
1652,Carroll Dunham,✅ Found to fetch entity
1742,Mitch Epstein,✅ Found to fetch entity
1985,Barnett Freedman,✅ Found to fetch entity
2288,Walter Gramatté,✅ Found to fetch entity
7,Expressionism,is found in movements table
7,2288,is added in human_movement table
7,2288,is found in human_movement table
52,magic realism,is found in movements table
52,2288,is added in human_movement table
52,2288,is found in human_movement table
2372,Rudolf Grossmann,✅ Found to fetch entity
2395,José Guerrero,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,2395,is added in human_movement table
87,2395,is found in human_movement table
2457,Otto Herbert Hajek,✅ Found to fetch entity
2504,David Hare,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,2504,is added in human_movement table
87,2504,is found in human_movement table
3,Surrealism,is found in movements table
3,2504,is added in human_movement table
3,2504,is found in human_movement table
2593,Fritz Henle,✅ Found to fetch entity
2974,Yusaku Kamekura,✅ Found to fetch entity
3443,Jean-Jacques Lebel,✅ Found to fetch entity
3663,Stanton Macdonald-Wright,✅ Found to fetch entity
230,Synchromism,is added movements table
230,Synchromism,is found in movements table
230,3663,is added in human_movement table
230,3663,is found in human_movement table
3830,Bruno Mathsson,✅ Found to fetch entity
201,functionalism,is found in movements table
201,3830,is added in human_movement table
201,3830,is found in human_movement table
6,modernism,is found in movements table
6,3830,is added in human_movement table
6,3830,is found in human_movement table
4100,Malcolm Morley,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,4100,is added in human_movement table
87,4100,is found in human_movement table
48,contemporary art,is found in movements table
48,4100,is added in human_movement table
48,4100,is found in human_movement table
4334,Dorothy Norman,✅ Found to fetch entity
4407,Koshiro Onchi,✅ Found to fetch entity
4726,Jan Preisler,✅ Found to fetch entity
11,Symbolism,is found in movements table
11,4726,is added in human_movement table
11,4726,is found in human_movement table
5206,Josef Scharl,✅ Found to fetch entity
5519,Francesco Somaini,✅ Found to fetch entity
95,Movimento Arte Concreta,is found in movements table
95,5519,is added in human_movement table
95,5519,is found in human_movement table
5800,Ikko Tanaka,✅ Found to fetch entity
6033,Max Unold,✅ Found to fetch entity
6617,Ulrich Rückriem,✅ Found to fetch entity
103,process art,is found in movements table
103,6617,is added in human_movement table
103,6617,is found in human_movement table
7011,David Levinthal,✅ Found to fetch entity
7647,Dieter Appelt,✅ Found to fetch entity
24168,Ottomar Anschütz,✅ Found to fetch entity
27427,Mark Dion,✅ Found to fetch entity
28748,Gina Pane,✅ Found to fetch entity
56,feminist art,is found in movements table
56,28748,is added in human_movement table
56,28748,is found in human_movement table
231,body art,is added movements table
231,body art,is found in movements table
231,28748,is added in human_movement table
231,28748,is found in human_movement table
30849,Pawel Althamer,✅ Found to fetch entity
30948,Ann Veronica Janssens,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,30948,is added in human_movement table
48,30948,is found in human_movement table
32487,Tony Conrad,✅ Found to fetch entity
33388,Paulo Mendes da Rocha,✅ Found to fetch entity
35220,Babette Mangolte,✅ Found to fetch entity
35511,Garth Jennings,✅ Found to fetch entity
36930,Auguste Vacquerie,✅ Found to fetch entity
39998,Henri Chopin,✅ Found to fetch entity
232,sound poetry,is added movements table
232,sound poetry,is found in movements table
232,39998,is added in human_movement table
232,39998,is found in human_movement table
233,concrete poetry,is added movements table
233,concrete poetry,is found in movements table
233,39998,is added in human_movement table
233,39998,is found in human_movement table
183,Mail-Art,is found in movements table
183,39998,is added in human_movement table
183,39998,is found in human_movement table
40142,Jean Heiberg,✅ Found to fetch entity
40879,Peter Struycken,✅ Found to fetch entity
118,new media art,is found in movements table
118,40879,is added in human_movement table
118,40879,is found in human_movement table
234,digital art,is added movements table
234,digital art,is found in movements table
234,40879,is added in human_movement table
234,40879,is found in human_movement table
235,light art,is added movements table
235,light art,is found in movements table
235,40879,is added in human_movement table
235,40879,is found in human_movement table
41224,Lucien Hervé,✅ Found to fetch entity
41264,Karl Otten,✅ Found to fetch entity
44498,Joseph Christian Leyendecker,✅ Found to fetch entity
48780,Harold Budd,✅ Found to fetch entity
68022,Omer Fast,✅ Found to fetch entity
141,Emilio Ambasz,✅ Found to fetch entity
453,Ernest J. Bellocq,✅ Found to fetch entity
611,Sandra Blow,✅ Found to fetch entity
948,Louis Cane,✅ Found to fetch entity
980,Eugenio Carmi,✅ Found to fetch entity
1025,Enrico Castellani,✅ Found to fetch entity
1326,Modest Cuixart,✅ Found to fetch entity
1536,Edwin Dickinson,✅ Found to fetch entity
2081,Flor Garduño,✅ Found to fetch entity
2273,Emmet Gowin,✅ Found to fetch entity
2554,Henri Hayden,✅ Found to fetch entity
2801,Masuo Ikeda (池田 満寿夫),✅ Found to fetch entity
2961,Menashe Kadishman,✅ Found to fetch entity
64,abstract art,is found in movements table
64,2961,is added in human_movement table
64,2961,is found in human_movement table
48,contemporary art,is found in movements table
48,2961,is added in human_movement table
48,2961,is found in human_movement table
3994,David Brown Milne,✅ Found to fetch entity
4022,Richard Misrach,✅ Found to fetch entity
4125,Olivier Mosset,✅ Found to fetch entity
4612,Walter Pichler,✅ Found to fetch entity
5052,François Rouan,✅ Found to fetch entity
5162,Richard Sapper,✅ Found to fetch entity
6193,Adam Clark Vroman,✅ Found to fetch entity
6465,James Wyeth,✅ Found to fetch entity
140,realism,is found in movements table
140,6465,is added in human_movement table
140,6465,is found in human_movement table
6500,Ylla,✅ Found to fetch entity
6526,Adja Yunkers,✅ Found to fetch entity
64,abstract art,is found in movements table
64,6526,is added in human_movement table
64,6526,is found in human_movement table
7525,Andrea Zittel,✅ Found to fetch entity
7529,Ben van Berkel,✅ Found to fetch entity
7660,Christer Strömholm,✅ Found to fetch entity
8073,Cai Guo-Qiang,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,8073,is added in human_movement table
48,8073,is found in human_movement table
8152,Vera Lutter,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,8152,is added in human_movement table
48,8152,is found in human_movement table
8193,James Welling,✅ Found to fetch entity
8301,Jean Crotti,✅ Found to fetch entity
8568,Seydou Keïta,✅ Found to fetch entity
12536,Jean-Clarence Lambert,✅ Found to fetch entity
22989,William H. Johnson,✅ Found to fetch entity
31,primitivism,is found in movements table
31,22989,is added in human_movement table
31,22989,is found in human_movement table
23413,Aristarkh Lentulov,✅ Found to fetch entity
4,Post-impressionism,is found in movements table
4,23413,is added in human_movement table
4,23413,is found in human_movement table
25843,Jonathan Ive,✅ Found to fetch entity
26803,George Nakashima,✅ Found to fetch entity
30166,Jeremy Deller,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,30166,is added in human_movement table
48,30166,is found in human_movement table
32251,Anne-Marie Miéville,✅ Found to fetch entity
34924,Ulrike Rosenbach,✅ Found to fetch entity
34936,Julien Temple,✅ Found to fetch entity
39662,Michael Buthe,✅ Found to fetch entity
42301,Milko Kelemen,✅ Found to fetch entity
48057,Dayanita Singh,✅ Found to fetch entity
48119,Ray Stevenson,✅ Found to fetch entity
69878,Storm Thorgerson,✅ Found to fetch entity
135867,Jan Kaplický,✅ Found to fetch entity
21,Ruth Asawa,✅ Found to fetch entity
120,Terry Allen,✅ Found to fetch entity
23,conceptual art,is found in movements table
23,120,is added in human_movement table
23,120,is found in human_movement table
362,Gianfranco Baruchello,✅ Found to fetch entity
396,Glen Baxter,✅ Found to fetch entity
515,Lucian Bernhard,✅ Found to fetch entity
556,Aenne Biermann,✅ Found to fetch entity
603,Albert Bloch,✅ Found to fetch entity
7,Expressionism,is found in movements table
7,603,is added in human_movement table
7,603,is found in human_movement table
1211,William Congdon,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,1211,is added in human_movement table
87,1211,is found in human_movement table
1299,John Craxton,✅ Found to fetch entity
1466,Adolf Dehn,✅ Found to fetch entity
181,Regionalism,is found in movements table
181,1466,is added in human_movement table
181,1466,is found in human_movement table
1794,Claire Falkenstein,✅ Found to fetch entity
2039,Adam Fuss,✅ Found to fetch entity
48,contemporary art,is found in movements table
48,2039,is added in human_movement table
48,2039,is found in human_movement table
2057,A. E. Gallatin,✅ Found to fetch entity
2118,Juan Genovés,✅ Found to fetch entity
2277,Camille Graeser,✅ Found to fetch entity
2284,John D. Graham,✅ Found to fetch entity
10,modern art,is found in movements table
10,2284,is added in human_movement table
10,2284,is found in human_movement table
2458,Heinz Hajek-Halke,✅ Found to fetch entity
3,Surrealism,is found in movements table
3,2458,is added in human_movement table
3,2458,is found in human_movement table
3209,Béla Kondor,✅ Found to fetch entity
3555,Stig Lindberg,✅ Found to fetch entity
3585,Berthold Löffler,✅ Found to fetch entity
3638,Alexandre Lunois,✅ Found to fetch entity
4366,Jean Oberlé,✅ Found to fetch entity
4691,Larry Poons,✅ Found to fetch entity
4744,Patrick Procktor,✅ Found to fetch entity
5084,Allen Ruppersberg,✅ Found to fetch entity
5193,Emilio Scanavino,✅ Found to fetch entity
129,Tachisme,is found in movements table
129,5193,is added in human_movement table
129,5193,is found in human_movement table
6248,Henry de Waroquier,✅ Found to fetch entity
80,School of Paris,is found in movements table
80,6248,is added in human_movement table
80,6248,is found in human_movement table
6811,Lucinda Childs,✅ Found to fetch entity
7534,Julião Sarmento,✅ Found to fetch entity
7694,Jay DeFeo,✅ Found to fetch entity
87,abstract expressionism,is found in movements table
87,7694,is added in human_movement table
87,7694,is found in human_movement table
7727,Maurice Asselin,✅ Found to fetch entity
80,School of Paris,is found in movements table
80,7727,is added in human_movement table
80,7727,is found in human_movement table
7962,Sarah Sze,✅ Found to fetch entity
8043,Ugo Rondinone,✅ Found to fetch entity
23819,David Bergelson,✅ Found to fetch entity
24431,Horacio Coppola,✅ Found to fetch entity
24495,Eli Lotar,✅ Found to fetch entity
27315,William Bradford,✅ Found to fetch entity
27476,Ryue Nishizawa,✅ Found to fetch entity
30303,Heimo Zobernig,✅ Found to fetch entity
23,conceptual art,is found in movements table
23,30303,is added in human_movement table
23,30303,is found in human_movement table
31043,Wolf Singer,✅ Found to fetch entity
34459,Paul Sharits,✅ Found to fetch entity
34743,Jackson Mac Low,✅ Found to fetch entity
35554,Laura Poitras,✅ Found to fetch entity
36954,Pierre Trémaux,✅ Found to fetch entity
145,Orientalism,is found in movements table
145,36954,is added in human_movement table
145,36954,is found in human_movement table
37105,Lynne Tillman,✅ Found to fetch entity
37615,Candice Breitz,✅ Found to fetch entity
37926,Fritz Hellmut Ehmcke,✅ Found to fetch entity
40883,Willem Breuker,✅ Found to fetch entity
48122,Tania Bruguera,✅ Found to fetch entity
48733,Ugo Gregoretti,✅ Found to fetch entity
49177,Matt Frewer,✅ Found to fetch entity
49682,Fazal Sheikh,✅ Found to fetch entity
68020,Theaster Gates,✅ Found to fetch entity
127,Gerhard Altenbourg,✅ Found to fetch entity
180,Benny Andrews,✅ Found to fetch entity
7,Expressionism,is found in movements table
7,180,is added in human_movement table
7,180,is found in human_movement table
602,André Bloc,✅ Found to fetch entity
612,Oscar Bluemner,✅ Found to fetch entity
719,Frank Bowling,✅ Found to fetch entity
27,Color Field,is found in movements table
27,719,is added in human_movement table
27,719,is found in human_movement table
753,Claudio Bravo,✅ Found to fetch entity
54,hyperrealism,is found in movements table
54,753,is added in human_movement table
54,753,is found in human_movement table
